exp_group,experiment,model,horizon,seg_type,segment,RMSE,MAE,sMAPE,med_node_RMSE,n_keywords,feature_set,feature_set_label
ablation2_tensors,core_geo_sem_pc,DCRNN,12,quadrant,High CPC / High Vol,2.64827885269473,1.8679027133305641,48.96563870295584,1.392613494055381,402,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,1,overall,All,1.1852271186701684,0.6932987578434033,25.829736654467293,0.6775401193223111,1811,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,1,tercile,Low,0.7451054410237159,0.4996055451800648,17.199419013484775,0.5336284493974388,604,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,1,tercile,Medium,1.051404436878865,0.6819823360394687,25.21397379307595,0.7045270263273302,603,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,1,tercile,High,1.5978613865534281,0.898289656512988,35.07479768190509,0.8600351369433681,604,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,1,quadrant,Low CPC / Low Vol,0.5433980004874344,0.3536948817297849,19.514303705101142,0.3638820566173894,401,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,1,quadrant,Low CPC / High Vol,0.8347536632923763,0.5177930153828653,31.92279826588772,0.5635167253405808,504,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,1,quadrant,High CPC / Low Vol,0.9884447699971415,0.6887519173986619,18.81713282600643,0.7706536341491022,504,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,1,quadrant,High CPC / High Vol,1.9837679759098164,1.2577954148230597,33.28231847059718,1.3481350906961156,402,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,6,overall,All,1.3443240152444733,0.8164490379666248,30.354518739486863,0.7352459847135429,1811,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,6,tercile,Low,0.8770483722830845,0.6145212498630351,21.875737062508243,0.6192786124358264,604,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,6,tercile,Medium,1.191393922917443,0.7982519558383198,29.495551053290974,0.7912179617955853,603,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,6,tercile,High,1.7978725801862263,1.0365437805791016,39.6908459707306,0.9416750764765525,604,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,6,quadrant,Low CPC / Low Vol,0.6218486218979474,0.43302911916675624,24.6472546389183,0.42363199486845515,401,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,6,quadrant,Low CPC / High Vol,0.8931560166688526,0.5973270987148487,36.85724703225621,0.6124097342549425,504,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,6,quadrant,High CPC / Low Vol,1.1414725479291254,0.8227141563847756,22.784156143844044,0.839300157359909,504,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,DCRNN,6,quadrant,High CPC / High Vol,2.2631817463039616,1.46578044378477,37.3861122543531,1.4884317886825893,402,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,GConvLSTM,12,overall,All,1.6035627209582146,1.0399283864759314,37.593706099704214,0.6762839474810454,1811,core_geo_sem_pc,Core + Geo + Sem PC
ablation2_tensors,core_geo_sem_pc,GConvLSTM,12,tercile,Low,1.157866404790413,0.8379095166613175,27.504334622997735,0.6255908567704582,604,core_geo_sem_pc,Core + Geo + Sem PC
